Year,Quarter,Class,Title,Instructor,Students,AverageGPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2014,Spring,CHEM 152,General Chemistry,"Keller, Sarah L.",332,2.7,26,39,42,39,69,48,33,21,2,2,1,1,9
2014,Spring,CHEM 152,General Chemistry,"O'malley, Kevin M.",295,2.5,7,25,32,55,66,35,22,24,12,7,2,5,3
2014,Spring,CHEM 238,Organic Chemistry,"Gelb, Michael H",308,2.5,13,24,37,37,43,36,40,32,15,3,4,5,19
2014,Spring,CHEM 239,Organic Chemistry,"Zalatan, Jesse G",299,2.8,28,45,28,39,73,45,17,16,2,2,1,2,1
2014,Spring,CHEM 239,Organic Chemistry,"Sasaki, Tomikazu",200,2.7,13,17,28,35,47,18,12,14,3,3,4,3,3
2014,Spring,CLAS 210,Grk Rom Clcs In Eng,"Levaniouk, Olga",70,2.9,13,15,8,9,6,3,2,1,4,2,1,3,3
2014,Spring,CLAS 430,Grk & Rom Mythology,"Zientek, Laura",235,3.2,62,67,29,13,14,14,8,8,5,1,1,4,9
2014,Spring,COM 202,Intro To Comm Ii,"Parks, Malcolm R",287,2.9,8,57,89,41,40,18,13,8,2,4,1,3,3
2014,Spring,CSE 142,Computer Prgrmng I,"Fung, Zorah L",368,2.6,28,57,52,39,52,17,30,16,8,4,3,34,28
2014,Spring,CSE 142,Computer Prgrmng I,"Fung, Zorah L",311,2.6,30,58,42,26,35,27,16,21,10,6,3,19,18
2014,Spring,CSE 143,Computer Prgrmng Ii,"Blank, Adam D",482,2.8,43,84,62,67,71,38,22,26,11,6,7,17,28
2014,Spring,CSE 154,Web Programming,"Obourn, Allison E",307,3,39,69,50,55,30,18,4,10,3,3,3,7,16
2014,Spring,EPI 201,Outbreak,"Baseman, Janet G.",80,2.9,6,16,17,11,13,5,3,1,2,2,1,2,1
2014,Spring,GENOME 361,Fund Gen & Genomics,"Dunham, Maitreya J",331,2.7,23,51,51,36,64,31,24,23,12,8,1,1,6
2014,Spring,GWSS 357,Psychobiol Of Women,"Kenney, Nancy J",96,3,22,18,13,9,12,10,1,4,1,1,3,1,1
2014,Spring,MATH 124,Calc Analyt Geom I,"Perkins, Patrick",89,2.7,8,11,9,10,23,12,7,4,1,1,1,1,1
2014,Spring,MATH 124,Calc Analyt Geom I,"Collingwood, David H",87,2.4,5,8,8,8,14,6,3,10,3,5,6,2,9
2014,Spring,MATH 126,Calc Anyl Geom Iii,"Ostroff, Jonah K",156,2.9,23,27,25,20,18,11,12,7,2,1,3,3,4
2014,Spring,MATH 126,Calc Anyl Geom Iii,"Novik, Isabella",115,2.8,10,15,17,17,23,9,8,5,4,1,1,1,4
2014,Spring,MICROM 301,Gen Microbiology,"Anderson, Denise G",269,2.8,23,48,34,42,45,26,16,11,10,3,1,7,3
2014,Spring,MUSIC 162,Amer Pop Song,"Dudley, Shannon K.",602,3.5,333,111,46,31,31,15,7,9,4,1,4,1,9
2014,Spring,PHYS 116,General Physics,"Gladycheva, Svetlana",193,3,24,32,31,35,27,21,11,4,1,2,1,1,3
2014,Spring,PHYS 121,Mechanics,"Reid, James H",238,2.9,16,46,48,33,36,26,11,1,4,1,1,3,12
2014,Spring,PHYS 122,Electromagnetism,"Seidler, Gerald T.",172,2.7,16,20,18,27,31,17,13,12,3,1,1,3,10
2014,Spring,PHYS 123,Waves,"Pedigo, R. Daryl",182,2.8,12,23,34,36,36,9,12,6,3,4,1,2,4
2014,Spring,PSYCH 101,Intro To Psych,"Graham, Lauren K",278,3,77,44,38,30,25,15,7,14,3,5,2,16,2
2014,Spring,PSYCH 101,Intro To Psych,"Osterhout, Lee",349,3.3,73,110,61,44,25,3,10,8,1,4,1,3,6
2014,Spring,PSYCH 210,Human Sexuality,"Mcdermott, Lois J.",390,3.1,75,97,57,46,42,27,17,6,4,5,1,8,5
2014,Spring,QMETH 201,Intro To Stat Mthds,"Studer-Ellis, Erich",112,2.7,9,22,12,14,19,7,8,4,3,4,2,3,5
2014,Spring,SOC 212,Comp Social Change,"Kistner, Kelly",131,2.6,9,34,11,12,13,14,15,5,5,1,1,9,2
2014,Spring,STAT 220,Prin Stat Reasoning,"Grove, Ranjini",152,2.7,6,32,20,20,28,9,7,6,5,2,1,10,6
2014,Spring,STAT 311,Elemnts Stat Method,"Morris, Martina",152,2.8,12,23,21,31,30,7,9,4,1,2,4,4,4
2014,Summer,ACCTG 215,Acctg & Fin Reprtng,"Weber, Elizabeth",123,2.9,11,32,15,19,18,5,5,4,3,2,1,4,4
2014,Summer,CHEM 242,Organic Chem Lab,"Goldman, Lawrence M",124,3,14,35,16,21,16,7,2,3,2,2,1,2,3
2014,Summer,CSE 142,Computer Prgrmng I,"Thayer, Kyle M",131,2.8,11,27,23,18,10,8,8,7,1,1,1,8,8
2014,Summer,CSE 143,Computer Prgrmng Ii,"Porter, Riley Marguerite",112,2.7,8,18,17,19,12,11,2,2,4,3,1,6,9
2014,Summer,MICROM 301,Gen Microbiology,"Beins, Almira S",92,2.8,12,19,7,10,14,4,7,4,3,2,1,2,7
2014,Summer,MUSIC 116,Elem Music Theory,"Halsey, Lauren Brooke",76,2.5,17,5,3,7,8,5,8,4,7,4,1,4,3
2015,Fall,ACCTG 225,Managerial Acctg,"Paperman, Joseph",155,2.9,10,30,24,33,30,5,5,4,4,3,1,2,4
2015,Fall,AIS 102,Surv Am Indn Stdys,"Teuton, Christopher",118,3.1,17,38,20,12,11,1,2,7,2,1,1,3,3
2015,Fall,ASTR 150,The Planets,"Smith, Toby R.",233,3.1,35,69,40,34,23,4,9,4,5,3,1,3,3
2015,Fall,BIOC 440,Biochemistry,"Klevit, Rachel",319,2.9,33,55,38,52,74,37,9,4,4,4,2,4,3
2015,Fall,BIOL 118,Survey Of Physiol,"Petersen, Karen E",375,2.8,18,47,103,68,43,18,9,15,13,6,6,7,22
2015,Fall,BIOL 180,Intro Biology,"Freeman, Scott",485,2.8,30,82,69,77,78,45,35,23,6,4,2,14,20
2015,Fall,BIOL 200,Intro Biol,"Schivell, Amanda",305,2.8,23,48,47,43,49,23,24,24,6,1,2,3,12
2015,Fall,BIOL 220,Intro Biol,"Doherty, Jennifer Helen",308,2.8,24,40,47,48,52,31,25,15,7,2,1,3,13
2015,Fall,BIOL 350,Foundtns Physiology,"Wenderoth, Mary P",103,2.6,9,10,8,17,17,6,9,13,3,2,2,2,5
2015,Fall,BIOL 404,Animal Cell Physiol,"De La Iglesia, Horacio O.",116,2.6,9,15,22,14,14,8,11,7,4,1,1,8,2
2015,Fall,BIOL 497,Special Topics,"Garland, Alaina L",68,3,12,15,10,5,9,3,2,2,1,1,1,2,5
2015,Fall,CHEM 142,General Chemistry,"Li, Xiaosong",609,2.7,84,80,66,56,105,68,50,54,20,9,2,7,8
2015,Fall,CHEM 142,General Chemistry,"Ginger, David S.",573,2.5,36,63,56,78,80,64,51,61,24,14,7,22,17
2015,Fall,CHEM 142,General Chemistry,"Wiegand, Deborah H",324,2.6,12,28,42,47,66,45,24,19,12,9,2,5,13
2015,Fall,CHEM 142,General Chemistry,"Carroll, Andrea D.",566,2.7,43,96,73,56,109,52,39,51,16,11,4,8,8
2015,Fall,CHEM 162,General Chemistry,"Craig, Colleen",318,2.7,8,39,50,62,64,30,26,21,9,1,1,4,3
2015,Fall,CHEM 223,Org Chem Short Prog,"Goldman, Lawrence M",162,2.7,37,15,17,12,24,13,14,12,2,4,3,6,3
2015,Fall,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",305,2.8,32,56,45,49,35,23,23,19,7,3,2,9,2
2015,Fall,CHEM 238,Organic Chemistry,"Gelb, Michael H",120,2.5,23,12,7,17,9,5,7,13,7,2,1,13,4
2015,Fall,CHEM 312,Inorganic Chemistry,"Bryant, Jasmine R.",103,3,12,25,17,16,12,5,3,3,2,2,1,2,3
2015,Fall,COM 202,Intro To Comm Ii,"Parks, Malcolm R",300,2.9,13,53,92,49,31,15,9,12,6,3,3,6,8
2015,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",416,2.7,35,79,61,47,48,33,20,17,12,4,7,24,29
2015,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",661,2.6,55,109,113,87,77,41,34,26,26,8,8,51,26
2015,Fall,ECON 201,Intro Macroecon,"O'dea, Dennis C",353,3,36,82,84,42,46,16,8,8,5,5,3,5,13
2015,Fall,GENOME 361,Fund Gen & Genomics,"Cheong, Frances Ka Yan",147,2.6,11,20,20,17,21,16,7,12,10,3,1,5,4
2015,Fall,GENOME 371,Intro Genetics,"Raghuraman, M. K.",193,2.8,20,30,23,20,31,17,18,8,4,4,3,3,12
2015,Fall,GEOG 245,Geodemographics,"Withers, Suzanne D",100,2.7,2,23,19,22,8,6,3,5,1,1,1,8,1
2015,Fall,GEOG 315,Explan Undstn Geog,"Brown, Michael",67,2.6,10,7,7,10,10,2,4,1,1,3,1,7,4
2015,Fall,ISS 301,So Sci Theory Ctext,"Nichols, Lauren Hartzell",80,3.2,34,9,9,2,4,1,2,2,1,2,1,4,9
2015,Fall,LING 100,Fund Of Grammar,"Curtis, Emily",188,3.2,61,29,22,19,25,8,3,8,2,2,1,4,4
2015,Fall,MATH 111,Algebra With Appl,"Loveless, Andrew",145,3,32,30,23,13,14,10,5,4,6,3,2,1,2
2015,Fall,MATH 120,Precalculus,"Bekyel, Ebru",151,2.6,7,20,23,20,20,8,12,16,6,5,2,3,9
2015,Fall,MATH 124,Calc Analyt Geom I,"Koblitz, Neal I",106,2.7,12,14,13,14,15,7,5,6,5,1,2,2,10
2015,Fall,MATH 124,Calc Analyt Geom I,"Viray, Bianca",117,2.8,8,21,18,11,23,10,5,4,2,1,3,2,9
2015,Fall,MATH 124,Calc Analyt Geom I,"Ostroff, Jonah K",117,2.9,20,20,10,16,19,14,7,5,1,2,1,1,1
2015,Fall,MATH 124,Calc Analyt Geom I,"Collingwood, David H",134,2.8,15,19,29,17,12,18,7,4,2,2,2,3,4
2015,Fall,MATH 125,Calc Analyt Geom Ii,"Pollack, Daniel",118,2.7,9,19,13,15,20,18,5,7,2,3,1,4,2
2015,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",150,2.7,15,26,15,14,20,16,10,16,3,4,2,3,6
2015,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",153,2.8,18,30,18,18,23,10,8,4,4,6,3,4,7
2015,Fall,MATH 308,Matrix Algebra,"Smith, S Paul",47,2.6,5,5,5,8,4,5,1,5,1,2,2,1,3
2015,Fall,MATH 327,Intro Real Anlys I,"Taggart, Jennifer",49,2.5,8,6,1,4,7,2,9,4,1,1,2,2,2
2015,Fall,MGMT 200,Introduction To Law,"Mccormack, Timothy B.",148,2.9,22,21,27,22,21,7,7,9,1,4,1,3,3
2015,Fall,MUSIC 120,Survey Of Music,"Martin, Leann Wheless",175,3.5,89,45,7,8,1,1,3,1,1,1,2,4,12
2015,Fall,PHYS 121,Mechanics,"Pedigo, R. Daryl",226,2.8,23,26,34,26,45,27,12,8,4,1,1,4,15
2015,Fall,PHYS 122,Electromagnetism,"Tolich, Nikolai",238,2.9,21,33,38,46,39,27,21,4,1,1,1,1,5
2015,Fall,PHYS 123,Waves,"Goussiou, Anna",228,2.8,14,43,36,32,46,25,17,4,2,1,3,3,2
2015,Fall,POL S 201,Intro Pol Theory,"Taylor, Kirstine S.",180,3.1,24,58,30,27,16,3,5,3,3,1,2,3,5
2015,Fall,PSYCH 101,Intro To Psych,"Passer, Michael W",238,2.9,47,45,30,24,19,20,13,14,5,6,2,8,5
2015,Fall,PSYCH 101,Intro To Psych,"Graham, Lauren K",318,3,75,68,42,34,31,14,10,13,7,5,7,7,5
2015,Fall,PSYCH 202,Biopsych,"Graham, Lauren K",294,3,52,64,48,28,31,20,14,13,5,2,5,6,6
2015,Fall,Q SCI 381,Intro Probabil&Stat,"Gallucci, Vincent F",128,2.6,6,12,16,18,28,14,14,7,7,1,1,2,2
2015,Fall,SOC 110,Survey Sociology,"Pitchford, Susan",179,3,10,53,37,27,24,8,7,1,2,2,1,2,5
2015,Fall,SOC 287,Soc Of Sexuality,"Schwartz, Pepper J",167,3,23,42,20,24,24,9,9,5,2,1,3,1,4
2015,Winter,ART H 202,West Art Med & Ren,"Lingo, Stuart P",137,2.7,8,38,31,8,14,6,4,6,4,4,3,9,2
2015,Winter,ASTR 150,The Planets,"Silvestri, Nicole M.",235,3.2,15,93,62,27,10,6,6,4,1,2,1,4,4
2015,Winter,ATM S 101,Weather,"Warner, Michael David",207,2.8,25,29,23,38,30,21,20,7,3,2,1,3,5
2015,Winter,BIOC 406,Intro To Biochem,"Brzovic, Peter",680,2.8,62,112,104,90,115,66,47,51,11,6,3,5,8
2015,Winter,BIOL 180,Intro Biology,"Dooley, Frederick Daniel",583,2.7,41,79,88,92,108,63,35,19,8,9,3,17,21
2015,Winter,BIOL 200,Intro Biol,"Wiggins, Ben",354,2.8,30,47,60,59,60,34,16,21,7,8,2,5,5
2015,Winter,BIOL 200,Intro Biol,"Wiggins, Ben",378,2.8,34,60,59,51,62,48,18,17,6,5,3,6,9
2015,Winter,BIOL 220,Intro Biol,"Mcabee, Jessica",161,2.8,8,16,31,29,35,19,11,4,2,1,2,2,1
2015,Winter,BIOL 355,Fndation Mol Cel Bio,"Wakimoto, Barbara",90,2.8,11,18,9,8,7,5,10,2,2,1,3,2,12
2015,Winter,CHEM 142,General Chemistry,"Craig, Colleen",328,2.7,7,46,58,56,69,28,32,16,10,2,2,1,1
2015,Winter,CHEM 142,General Chemistry,"Carroll, Andrea D.",224,2.6,12,30,28,36,31,23,15,22,10,4,1,8,4
2015,Winter,CHEM 152,General Chemistry,"Chiu, Daniel T.",407,2.8,26,70,77,83,46,25,20,24,17,4,3,9,3
2015,Winter,CHEM 152,General Chemistry,"Chiu, Daniel T.",506,2.8,43,84,86,65,78,48,28,34,9,7,3,11,10
2015,Winter,CHEM 162,General Chemistry,"Turecek, Frantisek",185,2.8,12,24,28,37,38,15,11,10,2,3,1,3,1
2015,Winter,CHEM 220,Principles Chem Ii,"Wiegand, Deborah H",301,2.6,12,31,36,46,67,38,33,14,11,2,3,2,6
2015,Winter,CHEM 224,Org Chem Short Prog,"Goldman, Lawrence M",128,2.7,18,20,14,10,16,13,9,14,1,6,1,3,3
2015,Winter,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",394,2.7,35,62,48,53,54,55,35,13,8,4,7,8,12
2015,Winter,CHEM 238,Organic Chemistry,"Sasaki, Tomikazu",123,2.7,11,10,21,21,18,16,10,7,1,1,1,4,2
2015,Winter,CHEM 238,Organic Chemistry,"Lalic, Gojko",259,2.6,18,36,24,28,46,32,21,35,8,4,3,1,3
2015,Winter,CHEM 238,Organic Chemistry,"Maly, Dustin James",296,2.7,29,26,36,38,47,55,32,20,6,1,1,1,4
2015,Winter,CSE 142,Computer Prgrmng I,"Fung, Zorah L",353,2.5,26,57,49,35,40,24,21,12,12,7,7,34,29
2015,Winter,CSE 142,Computer Prgrmng I,"Fung, Zorah L",324,2.8,33,50,55,48,48,21,12,13,6,8,2,15,13
2015,Winter,CSE 142,Computer Prgrmng I,"Fung, Zorah L",271,2.8,28,54,42,41,26,18,11,11,6,5,4,14,11
2015,Winter,CSE 143,Computer Prgrmng Ii,"Reges, Stuart",269,2.7,27,40,37,43,27,23,24,17,6,2,1,12,10
2015,Winter,CSE 154,Web Programming,"Obourn, Allison E",285,3,36,66,57,44,23,3,13,8,2,1,5,11,16
2015,Winter,ESRM 321,Sustainable Finance,"Paun, Dorothy",99,2.9,8,32,13,10,15,1,5,3,2,1,1,4,4
2015,Winter,ESS 100,Dinosaurs,"Martin, Ruth A.",664,3.1,57,206,187,92,32,25,14,10,6,6,1,12,16
2015,Winter,ESS 106,Living With Volcano,"Harrell, Michael D",206,3,43,57,23,14,20,13,6,7,4,4,2,7,6
2015,Winter,GWSS 257,Psych Of Gender,"Voorhies, Ann C",92,3,13,22,17,8,13,8,3,2,1,1,1,2,1
2015,Winter,LING 100,Fund Of Grammar,"Surek-Clark, Clarissa",87,3.2,35,16,10,4,5,4,2,4,1,1,2,2,1
2015,Winter,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",203,3.1,61,39,30,12,21,6,7,9,9,2,1,3,3
2015,Winter,MATH 111,Algebra With Appl,"Taggart, Jennifer",158,2.8,28,31,14,22,15,5,11,6,10,5,2,5,4
2015,Winter,MATH 111,Algebra With Appl,"Taggart, Jennifer",152,2.9,32,27,22,14,16,8,10,3,10,3,1,2,4
2015,Winter,MATH 120,Precalculus,"Ostroff, Jonah K",157,2.9,14,24,26,32,34,1,3,6,5,3,2,2,5
2015,Winter,MATH 124,Calc Analyt Geom I,"Koblitz, Neal I",90,2.5,6,11,8,13,12,4,11,7,4,8,2,1,3
2015,Winter,MATH 124,Calc Analyt Geom I,"Koblitz, Neal I",90,2.8,14,18,11,7,11,4,5,7,1,4,1,2,5
2015,Winter,MATH 124,Calc Analyt Geom I,"Loveless, Andrew",89,2.8,11,19,10,15,7,6,6,7,2,1,2,1,2
2015,Winter,MATH 124,Calc Analyt Geom I,"Collingwood, David H",148,2.7,12,14,19,16,25,13,18,8,4,3,1,1,14
2015,Winter,MATH 125,Calc Analyt Geom Ii,"Pollack, Daniel",119,2.8,25,16,12,16,22,4,5,4,2,4,1,6,2
2015,Winter,MATH 125,Calc Analyt Geom Ii,"Duchamp, Thomas E",116,2.5,12,12,10,24,10,9,8,5,9,1,4,6,6
2015,Winter,MATH 125,Calc Analyt Geom Ii,"Duchamp, Thomas E",115,2.8,14,24,16,17,12,7,8,6,4,2,2,2,1
2015,Winter,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",157,2.8,22,29,12,26,29,10,7,2,5,5,2,6,2
2015,Winter,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",159,2.9,20,32,24,20,23,9,9,4,3,3,5,2,5
2015,Winter,MATH 308,Matrix Algebra,"Smith, S Paul",43,2,2,3,2,5,3,2,3,9,2,5,3,2,2
2015,Winter,MATH 308,Matrix Algebra,"Smith, S Paul",50,2.3,7,7,3,1,3,1,5,9,2,2,6,1,3
2015,Winter,MATH 327,Intro Real Anlys I,"Mcgonagle, Matthew W",46,2.7,4,7,7,3,6,3,5,1,1,1,1,1,6
2015,Winter,MUSIC 116,Elem Music Theory,"Archibald-Seiffer, Joshua",201,3.3,95,37,16,7,9,3,6,4,6,6,1,5,6
2015,Winter,MUSIC 185,The Concert Season,"Cruz, Julio",381,3.6,214,101,15,11,9,1,3,2,1,3,1,12,8
2015,Winter,PHIL 120,Intro To Logic,"Weller, Cass",170,3.1,44,39,20,21,8,6,9,3,2,1,2,9,6
2015,Winter,PHYS 121,Mechanics,"Tolich, Nikolai",230,2.9,25,51,38,32,26,17,16,10,2,1,1,4,7
2015,Winter,PHYS 122,Electromagnetism,"Sharpe, Stephen R.",159,2.8,11,26,23,30,21,14,13,7,1,2,1,2,8
2015,Winter,PHYS 123,Waves,"Reid, James H",192,2.9,26,30,31,32,28,10,15,8,2,1,1,7,1
2015,Winter,PSYCH 101,Intro To Psych,"Pickrell, Jacqueline E.",437,3.4,177,104,51,38,29,15,5,2,3,3,1,2,7
2015,Winter,PSYCH 202,Biopsych,"Olavarria, Jaime F",285,3.1,37,59,66,42,35,16,11,3,1,1,2,5,7
2015,Winter,PSYCH 205,Behavior Disorders,"Graham, Christina C",103,2.6,17,11,8,9,17,5,8,8,5,3,1,4,7
2015,Winter,PSYCH 206,Human Development,"Ha, Renee Robinette",116,2.8,11,16,14,22,26,6,8,2,3,1,1,4,2
2015,Winter,PSYCH 209,Fdmntls Psych Rsch,"Passer, Michael W",191,3,30,41,33,30,27,4,5,7,5,1,2,4,2
2015,Winter,QMETH 201,Intro To Stat Mthds,"Pilcher, Martha",115,2.9,16,21,17,12,20,9,7,5,1,1,1,1,4
2015,Winter,QMETH 201,Intro To Stat Mthds,"Pilcher, Martha",110,2.8,17,13,15,19,14,7,7,5,2,2,2,3,4
2015,Winter,SOC 271,Soc Deve/Soc Cntrl,"Burt, Callie",190,2.7,6,36,30,31,33,16,15,8,5,4,1,4,1
